accused	0.2553238615536201
amrozi	0.2725948344653007
brother	0.27550079393930693
called	0.22459280001564041
deliberately	0.25160165044551486
distorting	0.37277179367644364
evidence	0.21109132377570505
he	0.13465098751981094
his	0.13624954250122903
of	0.09773579590323599
the	0.06536092300520531
whom	0.2627026596426099
witness	0.30084097256799885
as	0.14455668022624427
him	0.16403122536797474
only	0.18942058335457823
referring	0.3435400691408891
to	0.06549425361894506
before	0.1792548919375818
billion	0.25397677742700503
chain	0.30341356115857937
dominick	0.41991812006234125
for	0.13983062940573052
in	0.1397686516532128
owned	0.25482977917795263
safeway	0.5034080664375437
selling	0.3180343775374701
yucaipa	0.41991812006234125
and	0.08171046493347114
bought	0.23442012159191916
it	0.1363053582991302
million	0.3514670009170996
sold	0.2484348989976451
added	0.24662964319183406
advertisement	0.3003653648351957
an	0.15179089570060925
cargo	0.443479415572969
had	0.13334057063459934
internet	0.20258494911883043
june	0.21605890846953643
offering	0.3552014493890393
on	0.16139315735439877
published	0.24690426839011315
sale	0.37241984618061086
they	0.16810428092322358
explosives	0.2944937927832022
owners	0.26504027025473004
ship	0.3525393666072757
around	0.3115746857025094
at	0.15466789737823392
cents	0.30052941222461604
earlier	0.2655239022168251
gmt	0.31345769621095454
having	0.35204365043475466
high	0.1839176855871879
or	0.23173893076522595
record	0.30717168494884295
set	0.3604232440454657
shares	0.24074366970832806
tab	0.4683315862781871
up	0.11640660090884392
were	0.15473848387559716
closing	0.3559155372567274
jumped	0.35935296561455443
about	0.16993936207159083
close	0.2729565166542573
exchange	0.18862013369735786
friday	0.2856282386207019
new	0.16380779377831423
percent	0.34284101733125055
rose	0.24759907895404332
stock	0.2377881500612857
york	0.26273306956891734
corp	0.4371712583786141
pg	0.3379484247351521
dropped	0.5289060348219107
first	0.25405956829077225
from	0.17084801800219568
period	0.25920540431217176
quarter	0.22103334393967491
revenue	0.2407721802410737
same	0.32905625531015176
year	0.19313323693626172
company	0.1707385536752731
hanging	0.3352548349287077
over	0.16715600587287247
scandal	0.3349445771296684
stewart	0.31786552505437393
with	0.13192532299021303
gain	0.30984619572465116
nasdaq	0.23717696865565935
weekly	0.22309392260614508
composite	0.3921645063452155
ixic	0.37297462492233413
laced	0.3663475772084236
points	0.45078061750498805
rallied	0.319106243414268
tech	0.21890555338233061
appealed	0.29224068949362725
cca	0.49536008507666407
court	0.21424832918717363
dvd	0.3025554763744301
state	0.17577702757964248
supreme	0.2199373160481195
then	0.19050186606641153
decision	0.19550175257720506
that	0.09837918250378988
ago	0.22597944231935987
compared	0.32544251773998856
per	0.28062024489556286
share	0.26950525363922423
affected	0.2355560384845103
benefit	0.3101403686261953
by	0.21855867549442706
earnings	0.21795354797115596
non	0.24797005096171554
recurring	0.48042195294650564
tax	0.2592330827522917
business	0.23566440519581783
doesn	0.21225575668430033
fit	0.2533012953764768
foodservice	0.30264602803349794
growth	0.22880050088612808
long	0.20008838064923848
pie	0.26702126885441224
said	0.0828899286962973
strategy	0.2484747373090785
term	0.23875551991189964
does	0.2465572440766944
not	0.15285540413683396
our	0.18838237657257836
genentech	0.2934060992569235
larger	0.28422587024396856
market	0.25455017718707257
more	0.18021319723292878
much	0.24965033095223998
products	0.20905403961954225
several	0.25568283525582985
than	0.18309539690963816
early	0.1937389593328239
fell	0.1825227903340876
trade	0.2170077109170932
while	0.20657562169427085
xoma	0.36947291114381153
approval	0.21639933473536319
bankruptcy	0.27474372223945204
consumers	0.27296990503071544
debts	0.3569725021925356
erase	0.28869222748312046
harder	0.28869222748312046
house	0.23285066365479565
legislation	0.24098978705633595
making	0.18257810383110182
march	0.20188651011343264
overwhelming	0.348659358396288
their	0.13906921007363013
won	0.2468275401803615
endorsed	0.3510732365888232
speedy	0.30183331587136314
was	0.19008279548957058
white	0.2180149830252678
increased	0.3446511856553837
index	0.30038846570981326
full	0.3296512530219459
lately	0.44190208704603523
stocks	0.2295175757377121
technology	0.3369130242020336
beyond	0.3747616226070857
but	0.15637966296926173
group	0.18437834480882012
half	0.24796691797984974
improve	0.2618133405655825
performance	0.2834590999250398
second	0.21260774555309236
would	0.1251852494713566
de	0.2151886124479456
results	0.235140384355865
sole	0.3358621653825144
statement	0.17877328081106603
ask	0.2964493803809489
asylum	0.2716705183006261
british	0.25289503242676065
daughters	0.27547633426844337
decided	0.36054619069074645
hospitals	0.2807554700365072
hussein	0.23147007695004204
mind	0.23336217744920276
mr	0.17688357648833125
newspaper	0.34199333801622267
schools	0.3028140891339769
sun	0.26727611467231055
told	0.16149399391390476
when	0.20944617852628877
especially	0.33146918436442635
saddam	0.19523712267005375
carrying	0.2878525329047477
coach	0.2465476659924582
disaster	0.26046744420665163
gyorgy	0.314844454514841
head	0.28428030687827677
heizler	0.314844454514841
local	0.22986824122524183
passengers	0.23804375917996717
unit	0.3795956681607437
driver	0.3183375124904986
failed	0.3320349899057069
heed	0.26047137711736906
lights	0.3907145410757661
